property_id,id,displayPrice,deedDate,newBuild,tenure,percentageChange
1453621|16|,20808913LR,"£540,000",2/28/2024,FALSE,Freehold,
1288910||46,21462016ROS,"£160,000",3/2/2023,FALSE,,-17
1288910||46,20196064ROS,"£193,000",7/5/2017,FALSE,,
34264|18|,25546935LR,"£200,000",12/10/2015,FALSE,Leasehold,
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",14680321LR,"£280,000",7/9/2021,FALSE,Leasehold,47
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",54378285LR,"£190,000",10/23/2015,FALSE,Leasehold,41
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",54378087LR,"£135,000",6/28/2001,FALSE,Leasehold,73
"1138715|CHEPSTOW HOUSE, 16 - 20|FLAT 20",54378006LR,"£78,000",3/18/1997,FALSE,Leasehold,
4708224|15|APARTMENT 23,90387963LR,"£109,995",11/11/2019,TRUE,Leasehold,
268872|40|,17361502LR,"£310,500",9/12/2022,FALSE,Leasehold,170
268872|40|,41523804LR,"£115,000",7/26/2002,FALSE,Leasehold,
915188|25|APARTMENT 203,21555028LR,"£2,600,000",6/7/2022,TRUE,Leasehold,
4326883|6|APARTMENT 1.11,94160445LR,"£8,750,000",4/3/2023,TRUE,Leasehold,
544748|6|,19926037LR,"£1,830,000",10/27/2023,FALSE,Freehold,88
544748|6|,57051999LR,"£975,000",11/22/2013,FALSE,Freehold,
1552726|CLARENCE GATE GARDENS|FLAT 176,93370587LR,"£1,540,000",3/18/2022,FALSE,Leasehold,
"4377166|ERRINGTON HOUSE, 4|FLAT 48",21782095LR,"£933,625",7/26/2023,TRUE,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 25",14843776LR,"£1,830,000",11/27/2020,TRUE,Leasehold,
278204|68|,19197484LR,"£1,365,000",3/11/2022,FALSE,Freehold,
707456|50|,21494383LR,"£328,750",4/5/2023,FALSE,Freehold,370
707456|50|,68808411LR,"£70,000",6/20/1997,FALSE,Freehold,
4848717|LIONGATE HOUSE|FLAT 3,17378182LR,"£260,000",9/8/2022,TRUE,Leasehold,
1005000|230|,19361287LR,"£525,000",11/21/2023,FALSE,Freehold,166
1005000|230|,28977630LR,"£197,000",4/30/2003,FALSE,Freehold,31
1005000|230|,28977618LR,"£149,950",12/15/2000,FALSE,Freehold,
865307|66|,13050742LR,"£562,500",9/3/2020,FALSE,Freehold,
865222|2|,91698885LR,"£1,250,000",9/4/2020,FALSE,Freehold,63
865222|2|,80421567LR,"£765,000",2/21/2013,FALSE,Freehold,337
865222|2|,80421408LR,"£175,000",12/14/1995,FALSE,Freehold,
1251969|59|,91698930LR,"£257,500",9/4/2020,FALSE,Freehold,268
1251969|59|,80436603LR,"£70,000",4/30/1999,FALSE,Freehold,
1660772|5|FLAT 1,91698873LR,"£292,500",9/10/2020,FALSE,Leasehold,17
1660772|5|FLAT 1,80416857LR,"£250,000",9/25/2015,FALSE,Leasehold,
865216|7B|,91698879LR,"£465,000",9/11/2020,FALSE,Leasehold,79
865216|7B|,80420697LR,"£260,000",10/9/2009,FALSE,Leasehold,13
865216|7B|,80420649LR,"£230,500",6/9/2003,FALSE,Leasehold,29
865216|7B|,80420634LR,"£179,000",1/25/2002,FALSE,Leasehold,74
865216|7B|,80420586LR,"£103,000",5/28/1998,FALSE,Leasehold,
"1804255|TIMES SQUARE, 2|FLAT 11",11718529LR,"£245,000",9/11/2020,FALSE,Leasehold,
865221|36|,91698882LR,"£935,000",9/11/2020,FALSE,Freehold,8
865221|36|,80421393LR,"£865,000",6/8/2015,FALSE,Freehold,78
865221|36|,80421378LR,"£485,000",12/15/2005,FALSE,Freehold,162
865221|36|,80421363LR,"£185,000",9/25/1998,FALSE,Freehold,
865229|5|UPPER BLUNDESTON,17228698LR,"£370,000",9/11/2020,FALSE,Leasehold,
865271|3|,11718547LR,"£680,000",9/16/2020,FALSE,Freehold,144
865271|3|,80425008LR,"£279,212",12/19/2006,FALSE,Freehold,16
865271|3|,80424972LR,"£241,000",3/25/1999,FALSE,Freehold,
1610314|3|FLAT 2,91698897LR,"£231,000",9/16/2020,FALSE,Leasehold,36
1610314|3|FLAT 2,90742674LR,"£170,000",1/6/2020,FALSE,Leasehold,162
1610314|3|FLAT 2,80422674LR,"£64,950",9/28/1998,FALSE,Leasehold,
865268|8|,91944900LR,"£770,000",9/17/2020,FALSE,Freehold,14
865268|8|,80424870LR,"£675,000",5/6/2016,FALSE,Freehold,78
865268|8|,80424855LR,"£380,000",9/5/2013,FALSE,Freehold,23
865268|8|,80424831LR,"£310,000",5/22/2009,FALSE,Freehold,
865253|4|,91698903LR,"£875,000",9/18/2020,FALSE,Freehold,94
865253|4|,80423805LR,"£450,000",2/17/2010,FALSE,Freehold,25
865253|4|,80423790LR,"£360,000",2/27/2006,FALSE,Freehold,
1251946|89|,11718556LR,"£915,000",9/22/2020,FALSE,Freehold,5
1251946|89|,88308834LR,"£870,000",7/5/2016,FALSE,Freehold,74
1251946|89|,80426472LR,"£499,950",10/16/2009,FALSE,Freehold,
1397873|7|,11718541LR,"£735,000",9/25/2020,FALSE,Freehold,67
1397873|7|,80424297LR,"£440,000",4/30/2004,FALSE,Freehold,47
1397873|7|,80424276LR,"£300,000",12/13/2000,FALSE,Freehold,
1251946|111|,91698909LR,"£980,000",9/25/2020,FALSE,Freehold,
865362|24|,92231202LR,"£1,725,000",9/25/2020,FALSE,Freehold,37
865362|24|,80437518LR,"£1,260,000",7/15/2010,FALSE,Freehold,404
865362|24|,80437485LR,"£250,000",9/17/1996,FALSE,Freehold,
1251924|8|,91944891LR,"£860,000",9/28/2020,FALSE,Freehold,126
1251924|8|,80423532LR,"£380,000",1/15/2002,FALSE,Freehold,46
1251924|8|,80423523LR,"£260,000",4/30/2001,FALSE,Freehold,
1251940|54|,11718550LR,"£340,000",9/28/2020,FALSE,Freehold,580
1251940|54|,80425206LR,"£50,000",10/13/2000,FALSE,Freehold,
865223|3|,91698888LR,"£661,000",9/28/2020,FALSE,Freehold,11
865223|3|,55085192LR,"£594,000",9/15/2017,FALSE,Freehold,35
865223|3|,80421756LR,"£440,000",8/23/2013,FALSE,Freehold,
"865303|SANDSTONE QUARRY, 3|APARTMENT 5",12498730LR,"£450,000",9/29/2020,TRUE,Leasehold,
1251959|42|,91944921LR,"£270,000",9/29/2020,FALSE,Freehold,4
1251959|42|,7032148LR,"£260,000",4/18/2018,FALSE,Freehold,71
1251959|42|,80430966LR,"£152,000",2/10/2006,FALSE,Freehold,6
1251959|42|,80430957LR,"£143,000",2/12/2004,FALSE,Freehold,
865168|VALE HOUSE|16,19114561LR,"£270,000",9/30/2020,TRUE,Leasehold,
865271|9D|,17228710LR,"£490,000",9/30/2020,TRUE,Freehold,
"4696017|LANSDOWNE VILLA, 23|APARTMENT 3",14820427LR,"£270,000",9/30/2020,TRUE,Leasehold,
865168|VALE HOUSE|9,14472406LR,"£270,000",9/30/2020,TRUE,Leasehold,
"76475|PARK MANSIONS, 18 - 20|FLAT 11",20073352LR,"£245,000",11/21/2023,FALSE,Leasehold,
1428659|MANDALAY COURT|FLAT 77,20323753LR,"£245,000",11/22/2023,FALSE,Leasehold,67
1428659|MANDALAY COURT|FLAT 77,28976382LR,"£147,000",8/30/2011,FALSE,Leasehold,
1005033|5|,20073532LR,"£374,000",11/22/2023,FALSE,Freehold,12
1005033|5|,11552371LR,"£335,000",9/25/2020,FALSE,Freehold,
76631|4|,20073454LR,"£1,400,000",11/23/2023,FALSE,Freehold,56
76631|4|,28957674LR,"£900,000",9/25/2015,FALSE,Freehold,75
76631|4|,28957656LR,"£515,000",8/14/2003,FALSE,Freehold,108
76631|4|,28957644LR,"£247,500",9/16/1997,FALSE,Freehold,
76610|BEECHWOOD|15,19808251LR,"£310,000",11/23/2023,FALSE,Leasehold,22
76610|BEECHWOOD|15,56573606LR,"£255,000",10/17/2019,FALSE,Leasehold,
76730|36|,19630288LR,"£475,000",11/24/2023,FALSE,Freehold,111
76730|36|,28969206LR,"£225,000",12/16/2011,FALSE,Freehold,
76873|21|,93982935LR,"£395,200",11/24/2023,FALSE,Freehold,98
76873|21|,28984764LR,"£200,000",4/11/2007,FALSE,Freehold,239
76873|21|,28984695LR,"£59,000",3/24/1995,FALSE,Freehold,
76397|12|,93982797LR,"£370,000",11/24/2023,FALSE,Freehold,
76720|12|,20073475LR,"£442,500",11/24/2023,FALSE,Freehold,
76794|THE PRIORY|29,93982911LR,"£250,000",11/27/2023,FALSE,Leasehold,9
76794|THE PRIORY|29,28975890LR,"£230,000",1/26/2015,FALSE,Leasehold,
76528|45|FLAT 3,93982833LR,"£215,000",11/27/2023,FALSE,Leasehold,34
76528|45|FLAT 3,28941537LR,"£160,000",7/29/2015,FALSE,Leasehold,10
76528|45|FLAT 3,28941441LR,"£145,000",12/19/2006,FALSE,Leasehold,53
76528|45|FLAT 3,28941384LR,"£95,000",4/24/2003,TRUE,Leasehold,
1304056|42|FLAT 3,19808038LR,"£435,000",11/27/2023,FALSE,Leasehold,174
1304056|42|FLAT 3,28886595LR,"£158,500",11/21/2001,FALSE,Leasehold,
76121|21 - 22|FLAT 9,19630147LR,"£327,500",11/27/2023,FALSE,Leasehold,94
76121|21 - 22|FLAT 9,28880052LR,"£168,500",3/25/2009,FALSE,Leasehold,-14
76121|21 - 22|FLAT 9,28880007LR,"£195,500",1/6/2006,FALSE,Leasehold,23
76121|21 - 22|FLAT 9,28879974LR,"£158,692",8/12/2003,FALSE,Leasehold,205
76121|21 - 22|FLAT 9,28879887LR,"£52,000",4/23/1997,FALSE,Leasehold,
1428604|179|FLAT 1,20323684LR,"£365,000",11/28/2023,FALSE,Leasehold,356
1428604|179|FLAT 1,28943103LR,"£80,000",9/17/1999,FALSE,Leasehold,
76817|34|,20323762LR,"£435,000",11/28/2023,FALSE,Freehold,
1638634|THE PRIORY|59,20073502LR,"£285,000",11/28/2023,FALSE,Leasehold,54
1638634|THE PRIORY|59,28976037LR,"£185,000",7/27/2012,FALSE,Leasehold,
1673218|42|GROUND FLOOR FLAT,19630126LR,"£380,000",11/29/2023,FALSE,Leasehold,109
1673218|42|GROUND FLOOR FLAT,28877049LR,"£182,000",2/13/2009,FALSE,Leasehold,146
1673218|42|GROUND FLOOR FLAT,28876968LR,"£74,000",11/13/1998,FALSE,Leasehold,7
1673218|42|GROUND FLOOR FLAT,28876941LR,"£69,450",12/31/1997,FALSE,Leasehold,
76792|BOURNE COURT|FLAT 19,93982908LR,"£240,000",11/29/2023,FALSE,Leasehold,60
76792|BOURNE COURT|FLAT 19,28975689LR,"£150,000",5/25/2006,FALSE,Leasehold,230
76792|BOURNE COURT|FLAT 19,28975650LR,"£45,500",8/1/1997,FALSE,Leasehold,
1004839|68|,19808146LR,"£400,000",11/30/2023,FALSE,Leasehold,27
1004839|68|,55142969LR,"£315,000",10/10/2017,FALSE,Leasehold,43
1004839|68|,28916037LR,"£221,000",6/27/2011,FALSE,Leasehold,36
1004839|68|,28915899LR,"£162,000",10/1/2003,FALSE,Leasehold,
"76530|BELLE VUE COURT, 21 - 22|10",20073385LR,"£300,000",11/30/2023,FALSE,Leasehold,344
"76530|BELLE VUE COURT, 21 - 22|10",28941975LR,"£67,500",11/1/1999,FALSE,Leasehold,
"76530|BELLE VUE COURT, 21 - 22|20",19630243LR,"£330,000",11/30/2023,FALSE,Leasehold,78
"76530|BELLE VUE COURT, 21 - 22|20",28942245LR,"£185,000",3/2/2012,FALSE,Leasehold,
76070|CAVENDISH HOUSE|11,19808002LR,"£175,000",11/30/2023,FALSE,Leasehold,503
76070|CAVENDISH HOUSE|11,28871091LR,"£29,020",7/4/1997,FALSE,Leasehold,
1004839|74|FIRST AND SECOND FLOORS MAISONETTE,22705972LR,"£387,500",12/1/2023,FALSE,Leasehold,
76874|56|,20323789LR,"£375,000",12/1/2023,FALSE,Freehold,
1646588|23|,16179421LR,"£640,000",9/8/2022,FALSE,Leasehold,33
1646588|23|,44796033LR,"£480,000",6/28/2013,FALSE,Leasehold,33
1646588|23|,44796021LR,"£360,000",4/24/2009,FALSE,Leasehold,8
1646588|23|,44795988LR,"£332,000",2/3/2006,TRUE,Leasehold,
348059|101|,16486465LR,"£335,000",9/8/2022,FALSE,Freehold,88
348059|101|,44760024LR,"£178,000",9/3/2009,FALSE,Freehold,59
348059|101|,44760009LR,"£112,000",12/15/2005,FALSE,Freehold,0
348059|101|,44759988LR,"£112,000",3/30/2001,FALSE,Freehold,
348452|PILGRIM HOUSE|8,16179367LR,"£312,500",9/8/2022,FALSE,Leasehold,89
348452|PILGRIM HOUSE|8,44786262LR,"£165,000",3/13/2007,FALSE,Leasehold,3
348452|PILGRIM HOUSE|8,44786256LR,"£160,000",8/16/2002,FALSE,Leasehold,55
348452|PILGRIM HOUSE|8,44786241LR,"£103,175",3/9/1998,FALSE,Leasehold,53
348452|PILGRIM HOUSE|8,44786226LR,"£67,500",8/11/1995,FALSE,Leasehold,
1093142|22|,16179406LR,"£527,500",9/8/2022,FALSE,Freehold,148
1093142|22|,44792262LR,"£213,000",12/14/2001,FALSE,Freehold,163
1093142|22|,44792166LR,"£81,000",12/15/1995,FALSE,Freehold,
1093120|16|,16486582LR,"£675,000",9/9/2022,FALSE,Freehold,
1490998|74|,16486468LR,"£610,000",9/9/2022,FALSE,Freehold,
348505|36|,16179403LR,"£577,000",9/9/2022,FALSE,Freehold,79
348505|36|,44790363LR,"£321,500",11/13/2012,FALSE,Freehold,61
348505|36|,44790258LR,"£200,000",9/23/2002,FALSE,Freehold,
348128|170|,18286039LR,"£550,000",9/9/2022,FALSE,Freehold,
4848717|LIONGATE HOUSE|FLAT 92,17378185LR,"£435,000",9/12/2022,TRUE,Leasehold,
1491102|49|,16486609LR,"£653,225",9/12/2022,FALSE,Freehold,21
1491102|49|,55852973LR,"£540,000",6/5/2018,FALSE,Freehold,89
1491102|49|,44793567LR,"£285,000",6/30/2006,FALSE,Freehold,14
1491102|49|,44793534LR,"£250,000",12/8/2003,FALSE,Freehold,32
1491102|49|,44793501LR,"£189,950",8/4/2000,FALSE,Freehold,76
1491102|49|,44793462LR,"£108,000",2/25/1997,FALSE,Freehold,81
1491102|49|,44793459LR,"£59,800",12/16/1996,FALSE,Freehold,
348500|29|,16179391LR,"£533,750",9/12/2022,FALSE,Freehold,33
348500|29|,44789817LR,"£400,000",9/1/2014,FALSE,Freehold,37
348500|29|,44789784LR,"£292,500",1/16/2008,FALSE,Freehold,
4664414|SCHOLARS COURT|FLAT 3,16772485LR,"£360,000",9/13/2022,FALSE,Leasehold,-10
4664414|SCHOLARS COURT|FLAT 3,6137677LR,"£400,000",12/1/2017,TRUE,Leasehold,
348479|43|,16179382LR,"£665,000",9/13/2022,FALSE,Freehold,60
348479|43|,44789049LR,"£415,000",6/14/2013,FALSE,Freehold,0
348479|43|,44789028LR,"£415,000",5/31/2012,FALSE,Freehold,225
348479|43|,44788884LR,"£127,500",1/29/1999,FALSE,Freehold,
1093142|35|,18286108LR,"£550,000",9/15/2022,FALSE,Freehold,583
1093142|35|,44792160LR,"£80,500",11/24/1995,FALSE,Freehold,
4848717|LIONGATE HOUSE|FLAT 62,19432264LR,"£340,000",9/15/2022,TRUE,Leasehold,
1646587|16|,16486546LR,"£290,000",9/15/2022,FALSE,Leasehold,123
1646587|16|,44781492LR,"£130,000",12/20/2001,FALSE,Leasehold,
348367|69|FLAT 8,16772467LR,"£240,500",9/15/2022,FALSE,Leasehold,92
348367|69|FLAT 8,44779578LR,"£125,000",6/19/2001,FALSE,Leasehold,84
348367|69|FLAT 8,44779521LR,"£68,000",1/29/1999,FALSE,Leasehold,42
348367|69|FLAT 8,44779494LR,"£48,000",11/17/1995,FALSE,Leasehold,
348537|3|,16486618LR,"£570,000",9/15/2022,FALSE,Freehold,10
348537|3|,4523098LR,"£520,000",11/3/2016,FALSE,Freehold,33
348537|3|,44794446LR,"£390,000",11/8/2013,FALSE,Freehold,16
348537|3|,44794434LR,"£337,500",8/4/2010,FALSE,Freehold,49
348537|3|,44794386LR,"£226,000",9/15/2000,FALSE,Freehold,109
348537|3|,44794368LR,"£108,000",6/30/1998,FALSE,Freehold,
348240|59|,16486501LR,"£945,000",9/16/2022,FALSE,Freehold,182
348240|59|,44772063LR,"£335,000",8/3/2001,FALSE,Freehold,
1092993|33|,16486456LR,"£500,000",9/16/2022,FALSE,Freehold,74
1092993|33|,44757492LR,"£288,000",6/19/2009,TRUE,Freehold,
"4899611|ALVASTON, 3|FLAT 5",20136379LR,"£400,000",9/20/2022,TRUE,Leasehold,
1093027|THISTLEDOWN|,17044858LR,"£1,395,000",9/20/2022,FALSE,Freehold,526
1093027|THISTLEDOWN|,44764281LR,"£223,000",6/1/1995,FALSE,Freehold,
3582401|WEY CORNER|FLAT 47,17045011LR,"£357,000",9/22/2022,FALSE,Leasehold,5
3582401|WEY CORNER|FLAT 47,8923264LR,"£340,000",10/31/2018,TRUE,Leasehold,
"4899611|ALVASTON, 3|FLAT 4",19876723LR,"£400,000",9/22/2022,TRUE,Leasehold,
3738899|17|,21494377LR,"£475,000",4/5/2023,FALSE,Freehold,
"4778111|PICTURE HOUSE, 1|FLAT 50",21230314LR,"£339,950",4/5/2023,TRUE,Leasehold,
3620511|LATIMER COURT|FLAT 5,18371680LR,"£257,000",4/6/2023,FALSE,Leasehold,35
3620511|LATIMER COURT|FLAT 5,68838771LR,"£190,000",9/28/2007,FALSE,Leasehold,6
3620511|LATIMER COURT|FLAT 5,68838717LR,"£179,995",10/15/2003,TRUE,Leasehold,
1378972|93|,93670206LR,"£390,000",4/6/2023,FALSE,Freehold,189
1378972|93|,68808555LR,"£135,000",9/24/2001,FALSE,Freehold,
1204992|8|,18371617LR,"£570,000",4/6/2023,FALSE,Freehold,17
1204992|8|,68813241LR,"£485,250",7/2/2015,FALSE,Freehold,43
1204992|8|,68813217LR,"£340,000",12/13/2007,FALSE,Freehold,46
1204992|8|,68813190LR,"£232,500",11/18/2003,FALSE,Freehold,
1205050|49|,18371656LR,"£355,000",4/6/2023,FALSE,Freehold,27
1205050|49|,88541940LR,"£280,000",8/26/2016,FALSE,Freehold,
707429|25|,93670194LR,"£350,000",4/11/2023,FALSE,Freehold,0
707429|25|,21230389LR,"£350,000",4/11/2023,FALSE,Freehold,
1204942|115 - 117|FLAT 8,93670170LR,"£215,000",4/13/2023,FALSE,Leasehold,41
1204942|115 - 117|FLAT 8,68800338LR,"£152,000",1/3/2014,FALSE,Leasehold,11
1204942|115 - 117|FLAT 8,68800302LR,"£137,500",2/2/2004,FALSE,Leasehold,6
1204942|115 - 117|FLAT 8,68800290LR,"£130,000",3/25/2003,FALSE,Leasehold,57
1204942|115 - 117|FLAT 8,68800266LR,"£82,950",3/23/2001,FALSE,Leasehold,48
1204942|115 - 117|FLAT 8,68800227LR,"£56,000",7/31/1998,FALSE,Leasehold,29
1204942|115 - 117|FLAT 8,68800203LR,"£43,500",9/6/1996,FALSE,Leasehold,
707822|98|,93670311LR,"£347,000",4/13/2023,FALSE,Freehold,78
707822|98|,68843589LR,"£195,000",7/26/2010,FALSE,Freehold,20
707822|98|,68843529LR,"£162,000",5/27/2003,FALSE,Freehold,
1204965|58|,21767506LR,"£386,000",4/13/2023,FALSE,Freehold,
1573898|37|,93898728LR,"£380,000",4/14/2023,FALSE,Freehold,10
1573898|37|,13486975LR,"£345,000",6/14/2021,FALSE,Freehold,1
1573898|37|,4352878LR,"£340,000",5/27/2016,FALSE,Freehold,57
1573898|37|,68844174LR,"£217,000",8/26/2011,FALSE,Freehold,29
1573898|37|,68844072LR,"£168,750",6/9/2003,FALSE,Freehold,164
1573898|37|,68843985LR,"£64,000",4/10/1997,FALSE,Freehold,
1205110|DUNVEGAN HOUSE|FLAT 14,19280683LR,"£180,000",4/14/2023,FALSE,Leasehold,57
1205110|DUNVEGAN HOUSE|FLAT 14,68842554LR,"£115,000",11/10/2006,FALSE,Leasehold,5
1205110|DUNVEGAN HOUSE|FLAT 14,68842524LR,"£110,000",11/1/2002,FALSE,Leasehold,
707393|HOATH FARM COTTAGE|,19536958LR,"£490,000",4/14/2023,FALSE,Freehold,
707287|REDLIN COURT|FLAT 34,19077271LR,"£72,000",4/14/2023,FALSE,Leasehold,-17
707287|REDLIN COURT|FLAT 34,68791389LR,"£86,500",7/22/2002,FALSE,Leasehold,
1378991|8|,93670251LR,"£480,000",4/14/2023,FALSE,Freehold,
707316|58|,93670161LR,"£452,500",4/17/2023,FALSE,Freehold,353
707316|58|,68794371LR,"£100,000",12/17/1999,FALSE,Freehold,
1752753|EDWARD HOUSE|FLAT 17,93898746LR,"£390,000",4/17/2023,FALSE,Leasehold,57
1752753|EDWARD HOUSE|FLAT 17,68849973LR,"£248,000",12/20/2001,TRUE,Leasehold,
707164|105|,93670131LR,"£250,000",4/17/2023,FALSE,Leasehold,227
707164|105|,68784807LR,"£76,500",5/21/1999,FALSE,Leasehold,38
707164|105|,68784657LR,"£55,500",10/24/1995,FALSE,Leasehold,
1573827|6|,93670212LR,"£390,000",4/19/2023,FALSE,Freehold,77
1573827|6|,68811531LR,"£220,000",11/11/2013,FALSE,Freehold,
4107001|HERON COTTAGES|4,22602220LR,"£555,000",4/20/2023,FALSE,Freehold,20
4107001|HERON COTTAGES|4,90193050LR,"£462,500",6/30/2017,TRUE,Freehold,
1205101|1|,93898716LR,"£420,000",4/21/2023,FALSE,Freehold,
1378973|30|,18371605LR,"£590,000",4/21/2023,FALSE,Freehold,151
1378973|30|,6743965LR,"£235,000",2/14/2018,FALSE,Freehold,
1205111|19B|,21767632LR,"£265,000",4/21/2023,FALSE,Leasehold,4
1205111|19B|,90701001LR,"£256,000",2/6/2020,FALSE,Leasehold,9
1205111|19B|,68843184LR,"£235,000",10/27/2015,FALSE,Leasehold,26
1205111|19B|,68843142LR,"£187,000",6/7/2013,FALSE,Leasehold,4
1205111|19B|,68843136LR,"£180,000",2/13/2013,FALSE,Leasehold,
1378990|36|,19077370LR,"£438,000",4/21/2023,FALSE,Freehold,278
1378990|36|,68823756LR,"£115,950",5/29/1998,FALSE,Freehold,
278337|18|,93262392LR,"£3,750,000",3/14/2022,FALSE,Freehold,61
278337|18|,42432438LR,"£2,325,000",6/27/2014,FALSE,Freehold,
"3589655|GARDNER COURT, 1|FLAT 25",14949094LR,"£520,000",3/14/2022,FALSE,Leasehold,93
"3589655|GARDNER COURT, 1|FLAT 25",42438666LR,"£270,000",3/14/2003,TRUE,Leasehold,
4251833|264|,19422034LR,"£695,000",3/18/2022,FALSE,Leasehold,
"1736609|THE NAUTILUS BUILDING, 3|FLAT 47",15854365LR,"£950,000",3/18/2022,FALSE,Leasehold,46
"1736609|THE NAUTILUS BUILDING, 3|FLAT 47",42429030LR,"£650,000",12/3/2010,FALSE,Leasehold,33
"1736609|THE NAUTILUS BUILDING, 3|FLAT 47",42428937LR,"£490,000",11/9/2001,FALSE,Leasehold,
1475114|47|FLAT 1,15246484LR,"£783,000",3/18/2022,FALSE,Leasehold,9
1475114|47|FLAT 1,6389869LR,"£718,845",2/21/2018,FALSE,Leasehold,224
1475114|47|FLAT 1,42451743LR,"£222,000",11/12/2001,FALSE,Leasehold,
1290803|1|FLAT 3,92971257LR,"£525,000",3/23/2022,FALSE,Leasehold,54
1290803|1|FLAT 3,42420612LR,"£340,000",11/22/2006,TRUE,Leasehold,
278742|QUAKER COURT|FLAT 66,15246454LR,"£260,000",3/25/2022,FALSE,Leasehold,
"278412|CITY APPROACH, 190|FLAT 37",20839999LR,"£2,520,000",3/25/2022,FALSE,Leasehold,
"4704129|CARRARA TOWER, 1|APARTMENT 230",19197499LR,"£1,850,000",3/25/2022,TRUE,Leasehold,
"1681769|DOVER COURT, 201|FLAT 42",18000316LR,"£550,000",3/29/2022,FALSE,Leasehold,269
"1681769|DOVER COURT, 201|FLAT 42",42440607LR,"£149,000",10/30/1998,TRUE,Leasehold,
277814|37|FLAT 202,92971251LR,"£800,000",3/29/2022,FALSE,Leasehold,5
277814|37|FLAT 202,42418767LR,"£765,000",12/5/2012,FALSE,Leasehold,94
277814|37|FLAT 202,42418695LR,"£395,000",8/13/2004,TRUE,Leasehold,
1475054|12|,15549892LR,"£1,850,000",3/30/2022,FALSE,Freehold,561
1475054|12|,42447471LR,"£280,000",1/23/1998,FALSE,Freehold,
1475054|10|FLAT 2,17695615LR,"£635,000",3/30/2022,FALSE,Leasehold,154
1475054|10|FLAT 2,42447309LR,"£249,765",2/2/2000,TRUE,Leasehold,
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",16168372LR,"£742,500",3/31/2022,FALSE,Leasehold,14
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437985LR,"£650,000",1/12/2015,FALSE,Leasehold,51
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437964LR,"£430,000",6/23/2010,FALSE,Leasehold,47
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437907LR,"£293,000",8/9/2002,FALSE,Leasehold,9
"1475005|CITY WALK APARTMENTS, 29|FLAT 22",42437844LR,"£269,995",9/11/2000,TRUE,Leasehold,
4162041|351|FLAT 5,14949100LR,"£385,000",3/31/2022,FALSE,Leasehold,
"4773320|CARRARA TOWER, 1|APARTMENT 197",93571785LR,"£823,500",3/31/2022,TRUE,Leasehold,
"4665332|THE ASKEW BUILDING, 50|APARTMENT 0.3",19197418LR,"£1,480,000",3/31/2022,TRUE,Leasehold,
1474950|3|FLAT A,15854368LR,"£750,000",4/1/2022,FALSE,Leasehold,52
1474950|3|FLAT A,42429138LR,"£495,000",9/2/2013,FALSE,Leasehold,
"278285|NEW RIVER HEAD, 173|APARTMENT 19",14949007LR,"£1,295,000",4/4/2022,FALSE,Leasehold,160
"278285|NEW RIVER HEAD, 173|APARTMENT 19",42430662LR,"£499,000",5/31/2002,FALSE,Leasehold,34
"278285|NEW RIVER HEAD, 173|APARTMENT 19",42430644LR,"£372,500",1/12/1998,TRUE,Leasehold,
1070782|56|,14949133LR,"£650,000",4/4/2022,FALSE,Leasehold,103
1070782|56|,42450003LR,"£320,000",9/19/2006,FALSE,Leasehold,94
1070782|56|,42449994LR,"£165,000",6/22/1999,FALSE,Leasehold,
"1070504|THE RED HOUSE, 49 - 53|FLAT 6",92971260LR,"£716,000",4/6/2022,FALSE,Leasehold,6
"1070504|THE RED HOUSE, 49 - 53|FLAT 6",9200893LR,"£675,000",3/1/2019,FALSE,Leasehold,408
"1070504|THE RED HOUSE, 49 - 53|FLAT 6",42421827LR,"£133,000",7/29/1996,FALSE,Leasehold,
"3581948|THE COURTYARD, 154|FLAT 20",15246427LR,"£465,000",4/7/2022,FALSE,Leasehold,31
"3581948|THE COURTYARD, 154|FLAT 20",42441987LR,"£355,000",6/25/2007,FALSE,Leasehold,42
"3581948|THE COURTYARD, 154|FLAT 20",42441957LR,"£249,995",6/10/2003,FALSE,Leasehold,16
"3581948|THE COURTYARD, 154|FLAT 20",42441873LR,"£215,995",11/27/2002,TRUE,Leasehold,
278642|BAYER HOUSE|FLAT 27,14949124LR,"£660,000",4/8/2022,FALSE,Leasehold,
277848|69 - 71|FLAT 1,20375617LR,"£955,000",4/12/2022,FALSE,Leasehold,
"1274573|PARAMOUNT COURT, 41|FLAT 78",12230818LR,"£684,825",11/27/2020,FALSE,Leasehold,204
"1274573|PARAMOUNT COURT, 41|FLAT 78",84880383LR,"£225,000",4/17/2003,FALSE,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 32",93485253LR,"£1,744,000",11/27/2020,TRUE,Leasehold,
"4769637|PETERBOROUGH HOUSE, 1|FLAT 16",17590849LR,"£1,186,000",11/27/2020,TRUE,Leasehold,
